customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass,R_Score,F_Score,M_Score,RFMClass_text,Segment,Segment_Sort
Janice Mohr,3,61,73,4,1,2,412,2,5,3,253,Big Spenders,3
Janice Schmitt,1,26,68,2,4,2,242,3,2,3,323,Regular,5
Janine McDermott,2,39,128,3,2,1,321,3,4,5,345,Big Spenders,3
Janis Schuppe,1,67,46,4,4,3,443,1,2,2,122,At Risk,6
Janiya Hansen,1,56,20,3,4,4,344,2,2,1,221,At Risk,6
Janiya Stark,1,8,71,1,4,2,142,5,2,3,523,New/Higher Recency,4
Janiyah Cassin,1,32,63,2,4,3,243,3,2,3,323,Regular,5
Jann Kihn,1,31,21,2,4,4,244,3,2,1,321,Regular,5
Janna Marks,2,3,146,1,2,1,121,5,4,5,545,VIP,1
Janyce Satterfield DDS,1,39,50,3,4,3,343,3,2,2,322,Regular,5
Jaquelin Fadel,3,4,113,1,1,1,111,5,5,4,554,VIP,1
Jaquelin Gleichner,3,4,111,1,1,1,111,5,5,4,554,VIP,1
Jaqueline Tillman,1,86,75,4,4,2,442,1,2,3,123,Regular,5
Jaquez Schultz,1,5,30,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jarad Mayer,4,6,219,1,1,1,111,5,5,5,555,VIP,1
Jared Hickle,2,12,102,1,2,2,122,4,4,4,444,VIP,1
Jaren Dietrich PhD,2,13,107,2,2,1,221,4,4,4,444,VIP,1
Jaren Hahn MD,1,5,50,1,4,3,143,5,2,2,522,New/Higher Recency,4
Jaren O'Reilly,2,10,118,1,2,1,121,5,4,4,544,VIP,1
Jaren Rath,1,80,29,4,4,4,444,1,2,1,121,At Risk,6
Jaret Kerluke,4,18,199,2,1,1,211,4,5,5,455,VIP,1
Jarett Purdy,4,6,184,1,1,1,111,5,5,5,555,VIP,1
Jarett Schultz Jr.,1,82,61,4,4,3,443,1,2,3,123,Regular,5
Jarett Weissnat II,1,58,25,3,4,4,344,2,2,1,221,At Risk,6
Jaron Klein V,1,11,35,1,4,4,144,4,2,1,421,Regular,5
Jarrad Considine,4,25,258,2,1,1,211,4,5,5,455,VIP,1
Jarrad Swaniawski,1,56,79,3,4,2,342,2,2,4,224,Regular,5
Jarred Cremin,1,51,80,3,4,2,342,2,2,4,224,Regular,5
Jarred Stiedemann DDS,1,3,54,1,4,3,143,5,2,2,522,New/Higher Recency,4
Jarrell Cummings Jr.,1,46,58,3,4,3,343,2,2,2,222,At Risk,6
Jarret Dickens,1,8,68,1,4,2,142,5,2,3,523,New/Higher Recency,4
Jarrett Bernier,2,40,117,3,2,1,321,3,4,4,344,Big Spenders,3
Jarrod Bogisich,1,46,21,3,4,4,344,2,2,1,221,At Risk,6
Jarrod Boyer DDS,1,14,34,2,4,4,244,4,2,1,421,Regular,5
Jarrod Willms II,3,12,173,1,1,1,111,4,5,5,455,VIP,1
Jarvis Halvorson,1,42,61,3,4,3,343,3,2,3,323,Regular,5
Jase Boehm,1,90,30,4,4,4,444,1,2,1,121,At Risk,6
Jasen Grant,1,12,38,1,4,4,144,4,2,1,421,Regular,5
Jaslyn Bergstrom,2,42,81,3,2,2,322,3,4,4,344,Big Spenders,3
Jaslyn Macejkovic,1,22,72,2,4,2,242,4,2,3,423,Regular,5
Jasmin Sporer,1,40,70,3,4,2,342,3,2,3,323,Regular,5
Jasmin Streich,1,6,67,1,4,3,143,5,2,3,523,New/Higher Recency,4
Jasmine Konopelski DDS,1,25,49,2,4,3,243,4,2,2,422,Regular,5
Jasmine Marks MD,1,46,62,3,4,3,343,2,2,3,223,Regular,5
Jasmyn Bernier,1,88,56,4,4,3,443,1,2,2,122,At Risk,6
Jasmyn Schowalter,1,88,66,4,4,3,443,1,2,3,123,Regular,5
Jasmyn Zulauf,1,23,32,2,4,4,244,4,2,1,421,Regular,5
Jason Koepp I,2,11,83,1,2,2,122,4,4,4,444,VIP,1
Jason Ruecker,1,44,36,3,4,4,344,3,2,1,321,Regular,5
Jasper Baumbach,1,18,61,2,4,3,243,4,2,3,423,Regular,5
Jaunita Dach,1,59,54,3,4,3,343,2,2,2,222,At Risk,6
Jaunita Dare,1,42,33,3,4,4,344,3,2,1,321,Regular,5
Jaunita Williamson,2,4,111,1,2,1,121,5,4,4,544,VIP,1
Javen Beahan MD,1,67,58,4,4,3,443,1,2,2,122,At Risk,6
Javen Corwin,2,59,109,3,2,1,321,2,4,4,244,Big Spenders,3
Javonte Bergstrom,3,11,132,1,1,1,111,4,5,5,455,VIP,1
Javonte Bernhard,7,12,286,1,1,1,111,4,5,5,455,VIP,1
Javonte Fahey,1,73,77,4,4,2,442,1,2,4,124,Regular,5
Jax Kling,2,6,95,1,2,2,122,5,4,4,544,VIP,1
Jax Lakin V,1,33,35,2,4,4,244,3,2,1,321,Regular,5
Jax Rolfson,2,67,112,4,2,1,421,1,4,4,144,Big Spenders,3
Jax Schimmel,2,21,81,2,2,2,222,4,4,4,444,VIP,1
Jax Shanahan,1,40,80,3,4,2,342,3,2,4,324,Regular,5
Jax Stamm,1,10,43,1,4,4,144,5,2,2,522,New/Higher Recency,4
Jaxson Stiedemann,1,45,46,3,4,3,343,3,2,2,322,Regular,5
Jaxton Nikolaus,1,85,40,4,4,4,444,1,2,2,122,At Risk,6
Jay Gutmann I,2,79,58,4,2,3,423,1,4,2,142,Regular,5
Jaycee Ritchie PhD,1,61,55,4,4,3,443,2,2,2,222,At Risk,6
Jaycie Langworth,1,1,42,1,4,4,144,5,2,2,522,New/Higher Recency,4
Jaycob Lemke,1,6,37,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jaycob Sporer,1,42,71,3,4,2,342,3,2,3,323,Regular,5
Jayda Jewess,1,12,36,1,4,4,144,4,2,1,421,Regular,5
Jayda Mertz,1,76,38,4,4,4,444,1,2,1,121,At Risk,6
Jaydan Beatty,1,36,26,2,4,4,244,3,2,1,321,Regular,5
Jaydan Crist DDS,1,58,72,3,4,2,342,2,2,3,223,Regular,5
Jayden Hayes,1,47,80,3,4,2,342,2,2,4,224,Regular,5
Jayden O'Kon,1,47,41,3,4,4,344,2,2,2,222,At Risk,6
Jayden Raynor,2,73,114,4,2,1,421,1,4,4,144,Big Spenders,3
Jayden Runolfsson,3,19,188,2,1,1,211,4,5,5,455,VIP,1
Jayden Yost,1,68,40,4,4,4,444,1,2,2,122,At Risk,6
Jaydin Aufderhar,1,24,28,2,4,4,244,4,2,1,421,Regular,5
Jaydon Collier,2,81,103,4,2,2,422,1,4,4,144,Big Spenders,3
Jaydon Hilll,1,46,25,3,4,4,344,2,2,1,221,At Risk,6
Jaydon Koch,2,29,120,2,2,1,221,3,4,4,344,Big Spenders,3
Jaylah Cassin,3,4,129,1,1,1,111,5,5,5,555,VIP,1
Jaylah Jacobs,1,55,52,3,4,3,343,2,2,2,222,At Risk,6
Jaylah Prosacco MD,1,76,58,4,4,3,443,1,2,2,122,At Risk,6
Jaylan Heathcote DDS,1,10,50,1,4,3,143,5,2,2,522,New/Higher Recency,4
Jayleen Gleason,1,53,52,3,4,3,343,2,2,2,222,At Risk,6
Jaylen Bosco,1,34,63,2,4,3,243,3,2,3,323,Regular,5
Jaylen Hodkiewicz III,2,11,104,1,2,2,122,4,4,4,444,VIP,1
Jaylen Jast PhD,2,51,57,3,2,3,323,2,4,2,242,Regular,5
Jaylen O'Conner,1,50,78,3,4,2,342,2,2,4,224,Regular,5
Jaylen Smitham,1,42,33,3,4,4,344,3,2,1,321,Regular,5
Jaylene Waelchi PhD,1,87,78,4,4,2,442,1,2,4,124,Regular,5
Jaylin Koch,1,66,63,4,4,3,443,2,2,3,223,Regular,5
Jaylin Trantow,2,33,128,2,2,1,221,3,4,5,345,Big Spenders,3
Jaylon DuBuque,1,19,60,2,4,3,243,4,2,3,423,Regular,5
Jaylon Leffler,2,12,67,1,2,3,123,4,4,3,443,Loyal,2
Jaylyn Harris,1,5,20,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jaylyn Prosacco MD,2,7,131,1,2,1,121,5,4,5,545,VIP,1
Jayme Hackett,1,3,39,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jayme Jacobson,3,27,185,2,1,1,211,3,5,5,355,Big Spenders,3
Jayme Kub,1,27,21,2,4,4,244,3,2,1,321,Regular,5
Jayme Oberbrunner II,1,47,42,3,4,4,344,2,2,2,222,At Risk,6
Jayme Predovic,1,46,80,3,4,2,342,2,2,4,224,Regular,5
Jayme Welch,14,3,650,1,1,1,111,5,5,5,555,VIP,1
Jaymes Abshire,2,24,90,2,2,2,222,4,4,4,444,VIP,1
Jaymes Ferry,1,18,38,2,4,4,244,4,2,1,421,Regular,5
Jaymes Moore,3,51,133,3,1,1,311,2,5,5,255,Big Spenders,3
Jayne Brown,1,48,34,3,4,4,344,2,2,1,221,At Risk,6
Jayne Bruen,1,72,60,4,4,3,443,1,2,3,123,Regular,5
Jayne Mills,2,53,106,3,2,2,322,2,4,4,244,Big Spenders,3
Jayson Carter,1,46,61,3,4,3,343,2,2,3,223,Regular,5
Jayson Luettgen,1,85,20,4,4,4,444,1,2,1,121,At Risk,6
Jayson Von,3,80,127,4,1,1,411,1,5,5,155,Big Spenders,3
Jayvion Cummings,2,45,115,3,2,1,321,3,4,4,344,Big Spenders,3
Jayvion Harris,1,44,20,3,4,4,344,3,2,1,321,Regular,5
Jayvon Hagenes,1,16,78,2,4,2,242,4,2,4,424,Regular,5
Jayvon Johnson,4,35,210,2,1,1,211,3,5,5,355,Big Spenders,3
Jayvon Osinski,3,6,151,1,1,1,111,5,5,5,555,VIP,1
Jazlene Ortiz MD,2,12,136,1,2,1,121,4,4,5,445,VIP,1
Jazlyn Casper PhD,1,47,70,3,4,2,342,2,2,3,223,Regular,5
Jazlynn Kutch,3,0,204,1,1,1,111,5,5,5,555,VIP,1
Jazmin Harvey,1,52,27,3,4,4,344,2,2,1,221,At Risk,6
Jazmine Smith,1,53,45,3,4,3,343,2,2,2,222,At Risk,6
Jazmyne Simonis,3,4,167,1,1,1,111,5,5,5,555,VIP,1
Jean Hyatt,3,4,146,1,1,1,111,5,5,5,555,VIP,1
Jean Jaskolski,1,41,50,3,4,3,343,3,2,2,322,Regular,5
Jeane Bahringer,2,13,96,2,2,2,222,4,4,4,444,VIP,1
Jeane Bogan,1,33,37,2,4,4,244,3,2,1,321,Regular,5
Jeanetta Gusikowski DVM,1,52,29,3,4,4,344,2,2,1,221,At Risk,6
Jeanetta Lynch,1,5,25,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jeanette Lind,5,5,298,1,1,1,111,5,5,5,555,VIP,1
Jeanette Olson,1,68,72,4,4,2,442,1,2,3,123,Regular,5
Jeanie Berge,1,81,21,4,4,4,444,1,2,1,121,At Risk,6
Jeanie Boyer PhD,1,37,57,2,4,3,243,3,2,2,322,Regular,5
Jeanine Gleichner,1,74,47,4,4,3,443,1,2,2,122,At Risk,6
Jeanmarie Barrows,1,73,77,4,4,2,442,1,2,4,124,Regular,5
Jeanmarie Breitenberg MD,1,42,47,3,4,3,343,3,2,2,322,Regular,5
Jeanmarie Langworth,1,70,21,4,4,4,444,1,2,1,121,At Risk,6
Jeanna Dicki,1,32,72,2,4,2,242,3,2,3,323,Regular,5
Jeanna Herzog,1,68,31,4,4,4,444,1,2,1,121,At Risk,6
Jeanna Koss,1,17,56,2,4,3,243,4,2,2,422,Regular,5
Jeanna Olson,1,9,64,1,4,3,143,5,2,3,523,New/Higher Recency,4
Jeannette Bechtelar MD,1,0,26,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jeannie Anderson MD,1,74,77,4,4,2,442,1,2,4,124,Regular,5
Jeannie Rippin,2,35,93,2,2,2,222,3,4,4,344,Big Spenders,3
Jeannie Volkman,3,8,105,1,1,2,112,5,5,4,554,VIP,1
Jeannine Weissnat,1,32,36,2,4,4,244,3,2,1,321,Regular,5
Jed Nicolas,2,2,101,1,2,2,122,5,4,4,544,VIP,1
Jed Price,1,80,78,4,4,2,442,1,2,4,124,Regular,5
Jedidiah Gerhold I,1,35,45,2,4,3,243,3,2,2,322,Regular,5
Jedidiah Pouros,1,47,63,3,4,3,343,2,2,3,223,Regular,5
Jedidiah Powlowski,1,46,23,3,4,4,344,2,2,1,221,At Risk,6
Jefferey Bernhard,1,52,58,3,4,3,343,2,2,2,222,At Risk,6
Jefferey Hoppe,4,56,153,3,1,1,311,2,5,5,255,Big Spenders,3
Jefferey Kozey,1,78,32,4,4,4,444,1,2,1,121,At Risk,6
Jefferson Hane,3,9,176,1,1,1,111,5,5,5,555,VIP,1
Jefferson Leuschke,1,83,37,4,4,4,444,1,2,1,121,At Risk,6
Jeffie Bauch DVM,1,68,52,4,4,3,443,1,2,2,122,At Risk,6
Jeffrey Bauch,1,83,23,4,4,4,444,1,2,1,121,At Risk,6
Jeffrey Crooks,3,24,118,2,1,1,211,4,5,4,454,VIP,1
Jeffrey Pouros DDS,1,38,43,2,4,4,244,3,2,2,322,Regular,5
Jeffrey Roberts,1,6,67,1,4,3,143,5,2,3,523,New/Higher Recency,4
Jeffrey White,1,67,62,4,4,3,443,1,2,3,123,Regular,5
Jeffry Jenkins DDS,1,82,70,4,4,2,442,1,2,3,123,Regular,5
Jelani Mosciski,1,75,32,4,4,4,444,1,2,1,121,At Risk,6
Jelani Ritchie,2,75,102,4,2,2,422,1,4,4,144,Big Spenders,3
Jemal Hessel,1,42,76,3,4,2,342,3,2,4,324,Regular,5
Jemal Lubowitz,1,34,70,2,4,2,242,3,2,3,323,Regular,5
Jemima Kozey,1,34,75,2,4,2,242,3,2,3,323,Regular,5
Jena Nader,1,64,37,4,4,4,444,2,2,1,221,At Risk,6
Jenelle Osinski,2,4,135,1,2,1,121,5,4,5,545,VIP,1
Jenelle Wiza,2,51,126,3,2,1,321,2,4,5,245,Big Spenders,3
Jenilee McDermott DDS,1,46,47,3,4,3,343,2,2,2,222,At Risk,6
Jenna Murray,1,8,80,1,4,2,142,5,2,4,524,New/Higher Recency,4
Jennette Daugherty DDS,1,7,46,1,4,3,143,5,2,2,522,New/Higher Recency,4
Jennette Jerde,1,79,55,4,4,3,443,1,2,2,122,At Risk,6
Jennette Kuhlman DDS,1,29,65,2,4,3,243,3,2,3,323,Regular,5
Jennette Labadie,1,13,26,2,4,4,244,4,2,1,421,Regular,5
Jennette Turcotte DVM,3,43,169,3,1,1,311,3,5,5,355,Big Spenders,3
Jenni Cartwright,2,66,90,4,2,2,422,2,4,4,244,Big Spenders,3
Jennie Schimmel,4,4,232,1,1,1,111,5,5,5,555,VIP,1
Jennifer Huels,4,6,257,1,1,1,111,5,5,5,555,VIP,1
Jennifer Konopelski DVM,3,52,153,3,1,1,311,2,5,5,255,Big Spenders,3
Jenniffer Harber,1,18,77,2,4,2,242,4,2,4,424,Regular,5
Jenniffer Mante,1,68,24,4,4,4,444,1,2,1,121,At Risk,6
Jenniffer Romaguera,8,33,429,2,1,1,211,3,5,5,355,Big Spenders,3
Jenniffer Schuster,1,80,49,4,4,3,443,1,2,2,122,At Risk,6
Jennings Torp Jr.,1,4,44,1,4,4,144,5,2,2,522,New/Higher Recency,4
Jenny Jacobson DDS,2,17,79,2,2,2,222,4,4,4,444,VIP,1
Jenny Legros,1,59,37,3,4,4,344,2,2,1,221,At Risk,6
Jenny McClure,1,77,20,4,4,4,444,1,2,1,121,At Risk,6
Jensen Cormier Jr.,2,46,138,3,2,1,321,2,4,5,245,Big Spenders,3
Jensen Grant,3,6,175,1,1,1,111,5,5,5,555,VIP,1
Jensen Volkman,4,67,206,4,1,1,411,1,5,5,155,Big Spenders,3
Jep Cole,1,83,46,4,4,3,443,1,2,2,122,At Risk,6
Jep Gerhold,3,3,178,1,1,1,111,5,5,5,555,VIP,1
Jeptha Ledner,1,59,42,3,4,4,344,2,2,2,222,At Risk,6
Jeptha O'Hara,1,5,52,1,4,3,143,5,2,2,522,New/Higher Recency,4
Jerad Bosco DVM,2,49,76,3,2,2,322,2,4,4,244,Big Spenders,3
Jerald Gaylord,2,39,154,3,2,1,321,3,4,5,345,Big Spenders,3
Jerald Hintz,1,47,52,3,4,3,343,2,2,2,222,At Risk,6
Jeraldine Swift,2,4,102,1,2,2,122,5,4,4,544,VIP,1
Jeraldine Waelchi,1,46,76,3,4,2,342,2,2,4,224,Regular,5
Jeramiah Crona Sr.,2,13,114,2,2,1,221,4,4,4,444,VIP,1
Jeramiah O'Hara,1,44,22,3,4,4,344,3,2,1,321,Regular,5
Jeramy Bruen V,1,46,47,3,4,3,343,2,2,2,222,At Risk,6
Jere Brakus,1,61,32,4,4,4,444,2,2,1,221,At Risk,6
Jere Wolf,2,58,82,3,2,2,322,2,4,4,244,Big Spenders,3
Jered Powlowski,1,82,61,4,4,3,443,1,2,3,123,Regular,5
Jerel Moen,1,33,41,2,4,4,244,3,2,2,322,Regular,5
Jerel Schaefer Jr.,2,46,92,3,2,2,322,2,4,4,244,Big Spenders,3
Jerel Towne I,2,82,57,4,2,3,423,1,4,2,142,Regular,5
Jereme Auer,5,4,279,1,1,1,111,5,5,5,555,VIP,1
Jeremey Carroll,1,44,45,3,4,3,343,3,2,2,322,Regular,5
Jeremey Dach,1,25,47,2,4,3,243,4,2,2,422,Regular,5
Jeremiah Nicolas MD,1,35,69,2,4,2,242,3,2,3,323,Regular,5
Jeremie Dickens,1,66,59,4,4,3,443,2,2,3,223,Regular,5
Jeremie McGlynn,1,42,51,3,4,3,343,3,2,2,322,Regular,5
Jeremie Ward,1,69,24,4,4,4,444,1,2,1,121,At Risk,6
Jeremie Wehner V,1,46,74,3,4,2,342,2,2,3,223,Regular,5
Jeremy Jones,1,77,68,4,4,2,442,1,2,3,123,Regular,5
Jeremy Koelpin,3,19,147,2,1,1,211,4,5,5,455,VIP,1
Jeremy Torphy,1,79,62,4,4,3,443,1,2,3,123,Regular,5
Jeri Block,1,31,71,2,4,2,242,3,2,3,323,Regular,5
Jeri Hoppe,1,83,44,4,4,4,444,1,2,2,122,At Risk,6
Jeri Kessler,3,8,173,1,1,1,111,5,5,5,555,VIP,1
Jerilyn Koch,1,71,59,4,4,3,443,1,2,3,123,Regular,5
Jerilyn Runte,1,34,70,2,4,2,242,3,2,3,323,Regular,5
Jerilyn Sauer,4,5,226,1,1,1,111,5,5,5,555,VIP,1
Jerimy Funk,5,51,246,3,1,1,311,2,5,5,255,Big Spenders,3
Jermaine Legros,1,0,55,1,4,3,143,5,2,2,522,New/Higher Recency,4
Jermaine Pfannerstill Jr.,1,64,45,4,4,3,443,2,2,2,222,At Risk,6
Jermaine Shields,2,11,111,1,2,1,121,4,4,4,444,VIP,1
Jermey Auer,3,19,108,2,1,1,211,4,5,4,454,VIP,1
Jermey Erdman,1,77,77,4,4,2,442,1,2,4,124,Regular,5
Jermey Wisozk,4,6,225,1,1,1,111,5,5,5,555,VIP,1
Jerold Klocko,1,8,80,1,4,2,142,5,2,4,524,New/Higher Recency,4
Jerold Schowalter,2,20,82,2,2,2,222,4,4,4,444,VIP,1
Jerold Sporer,1,50,44,3,4,4,344,2,2,2,222,At Risk,6
Jerold Zulauf,1,5,29,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jerome Hoeger,1,4,69,1,4,2,142,5,2,3,523,New/Higher Recency,4
Jerome Stehr,2,12,45,1,2,3,123,4,4,2,442,Loyal,2
Jeromy Abbott,1,40,43,3,4,4,344,3,2,2,322,Regular,5
Jeromy Ondricka,1,47,38,3,4,4,344,2,2,1,221,At Risk,6
Jeromy Rau MD,2,8,90,1,2,2,122,5,4,4,544,VIP,1
Jeromy Ziemann,3,6,155,1,1,1,111,5,5,5,555,VIP,1
Jerrel Hayes,1,6,34,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jerrell Ferry,2,30,117,2,2,1,221,3,4,4,344,Big Spenders,3
Jerrell Goodwin III,1,6,31,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jerrell Simonis,1,32,73,2,4,2,242,3,2,3,323,Regular,5
Jerrell Wisozk I,2,51,107,3,2,1,321,2,4,4,244,Big Spenders,3
Jerri Lebsack,1,50,79,3,4,2,342,2,2,4,224,Regular,5
Jerrica Cormier,1,84,66,4,4,3,443,1,2,3,123,Regular,5
Jerrie Welch,2,21,123,2,2,1,221,4,4,4,444,VIP,1
Jerrilyn Lindgren,2,43,57,3,2,3,323,3,4,2,342,Regular,5
Jerrod Boyer,1,21,25,2,4,4,244,4,2,1,421,Regular,5
Jerrod Cassin,1,52,56,3,4,3,343,2,2,2,222,At Risk,6
Jerry Gusikowski,1,42,24,3,4,4,344,3,2,1,321,Regular,5
Jerusha Erdman,1,84,44,4,4,4,444,1,2,2,122,At Risk,6
Jerusha Hahn,1,67,53,4,4,3,443,1,2,2,122,At Risk,6
Jerusha Legros,1,79,67,4,4,3,443,1,2,3,123,Regular,5
Jeryl Little,1,11,60,1,4,3,143,4,2,3,423,Regular,5
Jeryl Moore,2,41,54,3,2,3,323,3,4,2,342,Regular,5
Jeryl Weimann,1,66,32,4,4,4,444,2,2,1,221,At Risk,6
Jesenia Dach,4,39,203,3,1,1,311,3,5,5,355,Big Spenders,3
Jesenia Ferry,1,44,29,3,4,4,344,3,2,1,321,Regular,5
Jesenia Nader,1,9,27,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jesica Bashirian,1,10,41,1,4,4,144,5,2,2,522,New/Higher Recency,4
Jesica Kshlerin,1,48,23,3,4,4,344,2,2,1,221,At Risk,6
Jess Kiehn III,2,67,84,4,2,2,422,1,4,4,144,Big Spenders,3
Jess McCullough,2,5,80,1,2,2,122,5,4,4,544,VIP,1
Jess Tromp,2,89,104,4,2,2,422,1,4,4,144,Big Spenders,3
Jesse Haag,1,89,37,4,4,4,444,1,2,1,121,At Risk,6
Jesse Hills,2,12,100,1,2,2,122,4,4,4,444,VIP,1
Jesse Murazik III,1,21,74,2,4,2,242,4,2,3,423,Regular,5
Jesse Wolf,2,83,99,4,2,2,422,1,4,4,144,Big Spenders,3
Jessee Howell,1,26,75,2,4,2,242,3,2,3,323,Regular,5
Jessee Hudson,2,47,82,3,2,2,322,2,4,4,244,Big Spenders,3
Jessee Stamm,3,39,105,3,1,2,312,3,5,4,354,Big Spenders,3
Jessenia King,1,43,68,3,4,2,342,3,2,3,323,Regular,5
Jessenia Mohr,1,47,63,3,4,3,343,2,2,3,223,Regular,5
Jessenia Predovic,1,47,38,3,4,4,344,2,2,1,221,At Risk,6
Jessi Jacobson,1,30,38,2,4,4,244,3,2,1,321,Regular,5
Jessi Kuhlman PhD,1,76,20,4,4,4,444,1,2,1,121,At Risk,6
Jessica Connelly,1,52,71,3,4,2,342,2,2,3,223,Regular,5
Jessica Koepp MD,2,11,114,1,2,1,121,4,4,4,444,VIP,1
Jessica O'Reilly,1,45,69,3,4,2,342,3,2,3,323,Regular,5
Jessie Becker,1,69,36,4,4,4,444,1,2,1,121,At Risk,6
Jessie Senger,2,46,82,3,2,2,322,2,4,4,244,Big Spenders,3
Jessie Wilkinson,1,18,55,2,4,3,243,4,2,2,422,Regular,5
Jessika Hilpert,1,12,72,1,4,2,142,4,2,3,423,Regular,5
Jessika Torphy,14,1,733,1,1,1,111,5,5,5,555,VIP,1
Jessy Emard,2,47,103,3,2,2,322,2,4,4,244,Big Spenders,3
Jessy O'Kon,1,83,67,4,4,3,443,1,2,3,123,Regular,5
Jessy Rutherford,1,37,75,2,4,2,242,3,2,3,323,Regular,5
Jessy Treutel,3,49,170,3,1,1,311,2,5,5,255,Big Spenders,3
Jesus Howe,1,47,48,3,4,3,343,2,2,2,222,At Risk,6
Jethro Volkman,1,8,59,1,4,3,143,5,2,3,523,New/Higher Recency,4
Jett Frami,1,10,38,1,4,4,144,5,2,1,521,New/Higher Recency,4
Jett Wisoky Sr.,3,45,157,3,1,1,311,3,5,5,355,Big Spenders,3
Jetta Bahringer,1,46,30,3,4,4,344,2,2,1,221,At Risk,6
Jetta Carter,3,47,69,3,1,2,312,2,5,3,253,Big Spenders,3
Jetta Considine,1,6,52,1,4,3,143,5,2,2,522,New/Higher Recency,4
Jetta Wolff,1,38,54,2,4,3,243,3,2,2,322,Regular,5
Jevon Mertz IV,8,3,373,1,1,1,111,5,5,5,555,VIP,1
Jevon Rutherford,6,7,298,1,1,1,111,5,5,5,555,VIP,1
Jewel Crona,1,85,29,4,4,4,444,1,2,1,121,At Risk,6
Jewel Kihn,2,71,103,4,2,2,422,1,4,4,144,Big Spenders,3
Jewell Kshlerin PhD,7,6,280,1,1,1,111,5,5,5,555,VIP,1
Jewell Schiller,1,18,47,2,4,3,243,4,2,2,422,Regular,5
Jiles Fritsch,1,47,46,3,4,3,343,2,2,2,222,At Risk,6
Jill Satterfield,1,3,42,1,4,4,144,5,2,2,522,New/Higher Recency,4
Jillian Daniel,2,88,69,4,2,2,422,1,4,3,143,Big Spenders,3
Jimmie Herzog,2,12,114,1,2,1,121,4,4,4,444,VIP,1
Jimmie Zemlak DVM,2,47,88,3,2,2,322,2,4,4,244,Big Spenders,3
Jimmy Berge,3,19,93,2,1,2,212,4,5,4,454,VIP,1
Jimmy O'Reilly,1,53,26,3,4,4,344,2,2,1,221,At Risk,6
Jinnie Ziemann,2,1,80,1,2,2,122,5,4,4,544,VIP,1
Jo Hilpert,1,74,49,4,4,3,443,1,2,2,122,At Risk,6
Joan Lind PhD,1,2,35,1,4,4,144,5,2,1,521,New/Higher Recency,4
Joan Rodriguez,2,11,123,1,2,1,121,4,4,4,444,VIP,1
Joana Crist,11,5,542,1,1,1,111,5,5,5,555,VIP,1
Joana Kemmer DDS,2,63,118,4,2,1,421,2,4,4,244,Big Spenders,3
Joana Kling,1,47,63,3,4,3,343,2,2,3,223,Regular,5
Joann Kunze DVM,1,47,45,3,4,3,343,2,2,2,222,At Risk,6
Joann Yundt,1,21,79,2,4,2,242,4,2,4,424,Regular,5
Joanne Cronin,1,36,56,2,4,3,243,3,2,2,322,Regular,5
Joaquin VonRueden I,1,47,66,3,4,3,343,2,2,3,223,Regular,5
Job Kub,3,3,116,1,1,1,111,5,5,4,554,VIP,1
Jocelyn Braun,1,60,46,4,4,3,443,2,2,2,222,At Risk,6
Jocelyn Mann DVM,1,46,71,3,4,2,342,2,2,3,223,Regular,5
Jocelyne Veum,1,47,39,3,4,4,344,2,2,1,221,At Risk,6
Jocelynn Dietrich,1,49,29,3,4,4,344,2,2,1,221,At Risk,6
Jodi Anderson,1,14,62,2,4,3,243,4,2,3,423,Regular,5
Jodi Ruecker,1,49,45,3,4,3,343,2,2,2,222,At Risk,6
Jodi West,1,58,44,3,4,4,344,2,2,2,222,At Risk,6
Jody Smith,1,68,49,4,4,3,443,1,2,2,122,At Risk,6
Joe McDermott,3,1,80,1,1,2,112,5,5,4,554,VIP,1
Joell Eichmann,1,89,28,4,4,4,444,1,2,1,121,At Risk,6
Joell Lind PhD,1,62,57,4,4,3,443,2,2,2,222,At Risk,6
Joella Leuschke,1,57,34,3,4,4,344,2,2,1,221,At Risk,6
Joella Osinski DVM,1,57,58,3,4,3,343,2,2,2,222,At Risk,6
Joelle Deckow,3,29,171,2,1,1,211,3,5,5,355,Big Spenders,3
Joelle Osinski,1,0,74,1,4,2,142,5,2,3,523,New/Higher Recency,4
Joellen Bradtke,1,52,30,3,4,4,344,2,2,1,221,At Risk,6
Joellen Schmitt,3,4,195,1,1,1,111,5,5,5,555,VIP,1
Joetta Abernathy,9,1,525,1,1,1,111,5,5,5,555,VIP,1
Joette Kovacek,3,4,182,1,1,1,111,5,5,5,555,VIP,1
Joey Deckow,1,40,36,3,4,4,344,3,2,1,321,Regular,5
Joey Shields,1,47,60,3,4,3,343,2,2,3,223,Regular,5
Johan Mohr,1,15,31,2,4,4,244,4,2,1,421,Regular,5
Johana Pacocha,1,12,66,1,4,3,143,4,2,3,423,Regular,5
